doctor,patients_treated,total_appointments,avg_billing,no_shows
Madeline Pace,1,0,19385.38,
Madeline Perez,1,0,43719.26,
Madeline Pratt,1,0,29627.89,
Madeline Ramirez,2,0,33724.4,
Madeline Rivera,2,0,7366.84,
Madeline Robinson,2,0,13825.44,
Madeline Rodriguez,2,0,34846.04,
Madeline Short,2,0,15350.02,
Madeline Snow,2,0,23792.96,
Madeline Taylor,1,0,33108.0,
Madeline Wheeler,1,0,43311.68,
Madison Adams,1,0,48595.17,
Madison Barker,1,0,49225.84,
Madison Campos,1,0,24010.11,
Madison Carpenter,1,0,28634.35,
Madison Castillo,1,0,13001.34,
Madison Chavez,1,0,5086.51,
Madison Cordova,1,0,48365.43,
Madison Daugherty,1,0,51293.41,
Madison Davis,1,0,5153.21,
Madison Dudley,2,0,19134.36,
Madison Fernandez,1,0,39131.14,
Madison Flores,1,0,4943.54,
Madison Foster,1,0,5657.89,
Madison Hansen,1,0,30747.8,
Madison Harris,2,0,24349.52,
Madison Hernandez,1,0,1134.47,
Madison Johnson,1,0,40557.93,
Madison Jones,1,0,10778.49,
Madison Juarez,2,0,9454.51,
Madison Lewis,1,0,42440.77,
Madison May,1,0,26105.6,
Madison Mayer,1,0,38910.08,
Madison Nelson,1,0,12660.06,
Madison Olson DDS,2,0,17247.92,
Madison Park,1,0,31446.9,
Madison Phillips,2,0,21769.26,
Madison Reed,1,0,6901.95,
Madison Reese,1,0,36210.13,
Madison Rich,1,0,23981.74,
Madison Robbins,1,0,26242.64,
Madison Robinson,1,0,2909.17,
Madison Rodriguez,1,0,36290.26,
Madison Shaw,1,0,28602.93,
Madison Stephens,1,0,41243.15,
Madison Taylor,2,0,41647.91,
Madison Thomas,1,0,27420.57,
Madison Warren,2,0,30649.66,
Madison Welch,2,0,33106.56,
Madison Wilkinson,2,0,26988.1,
Madison Williams,1,0,36917.44,
Madison Wilson,1,0,9517.62,
Madison Wright,1,0,20264.21,
Makayla Adams,1,0,38218.54,
Makayla Bryant,1,0,4759.12,
Makayla Campbell,2,0,33247.38,
Makayla Harris,1,0,20966.22,
Makayla Martinez,1,0,42209.79,
Makayla Mccarty,1,0,37278.38,
Makayla Mcdonald,1,0,32640.52,
Makayla Morgan,1,0,14284.0,
Makayla Morrow,1,0,40642.92,
Makayla Petty,2,0,8266.46,
Makayla Reyes,1,0,23873.27,
Malik Goodwin,1,0,43374.01,
Malik Gordon,1,0,6421.42,
Malik Hill,1,0,49665.83,
Malik Jackson,1,0,31525.96,
Malik Miller,1,0,46089.02,
Malik Reyes,1,0,32542.46,
Mallory Barry,2,0,16810.12,
Mallory Bell,1,0,9943.59,
Mallory Flores,1,0,28509.16,
Mallory Foley,1,0,46686.57,
Mallory Freeman,1,0,9401.72,
Mallory Hernandez,1,0,48036.1,
Mallory Hoffman,2,0,47821.68,
Mallory Jones,1,0,37856.49,
Mallory Lowery,1,0,22532.56,
Mallory Montgomery,2,0,11309.95,
Mallory Moreno,1,0,21558.39,
Mallory Nelson,1,0,34138.69,
Mallory Phelps,1,0,42973.21,
Mallory Richardson,1,0,21379.18,
Mallory Rivera,1,0,13825.31,
Mallory Robertson,1,0,36917.39,
Mallory Rodriguez,1,0,15844.4,
Mallory Rogers,1,0,38379.83,
Mallory Rush,1,0,38689.31,
Mallory Scott,1,0,15176.7,
Mallory Smith,1,0,33566.02,
Mallory Wells,1,0,6517.85,
Mandy Cook,2,0,13873.71,
Mandy Green,1,0,17179.41,
Mandy Hill,1,0,47997.18,
Mandy Ibarra,1,0,3258.39,
Mandy Padilla,1,0,34877.55,
Mandy Scott,1,0,3292.59,
Mandy Wood,1,0,731.09,
Manuel Baldwin,1,0,21260.49,
Manuel Bates,2,0,37730.17,
Manuel Bradshaw,1,0,46108.19,
Manuel Brown,2,0,19965.66,
Manuel Castillo,1,0,29975.7,
Manuel Davis,1,0,5545.12,
Manuel Duarte,1,0,38029.83,
Manuel Fritz,1,0,40965.39,
Manuel Gonzales,1,0,39897.38,
Manuel Gordon,1,0,7126.07,
Manuel Hamilton,2,0,14226.01,
Manuel Hughes,1,0,38299.88,
Manuel Jones,3,0,22928.36,
Manuel Lopez,1,0,27108.34,
Manuel Lucero,1,0,6125.88,
Manuel Martinez,1,0,49749.29,
Manuel Mcdowell,1,0,48323.05,
Manuel Miller,1,0,20263.62,
Manuel Moore,1,0,7068.27,
Manuel Perry,1,0,22390.48,
Manuel Rhodes,1,0,4853.18,
Manuel Rojas,1,0,8867.1,
Manuel Santos,1,0,42982.76,
Manuel Singh,1,0,32691.92,
Manuel Smith,1,0,10081.91,
Manuel Solis,1,0,11150.56,
Manuel Solomon,1,0,9018.3,
Manuel Thomas,2,0,27707.95,
Manuel Thompson,1,0,29624.38,
Manuel Tucker,1,0,5863.55,
Manuel Wood,1,0,46738.18,
Marc Adams,1,0,25752.47,
Marc Beard DDS,1,0,15544.15,
Marc Bowman,1,0,6175.26,
Marc Briggs,1,0,41616.86,
Marc Bright,2,0,28071.48,
Marc Carter,1,0,25222.41,
Marc Castaneda,1,0,12052.21,
Marc Davidson,1,0,49309.41,
Marc Dominguez,1,0,42058.63,
Marc Dunn,2,0,36080.78,
Marc Evans,1,0,28831.64,
Marc Ewing,2,0,2473.51,
Marc Fisher,1,0,10015.41,
Marc Garcia,2,0,47222.62,
Marc Hall,1,0,16036.95,
Marc Krueger,1,0,5989.61,
Marc Lewis,1,0,29402.05,
Marc Nguyen Jr.,1,0,7740.75,
Marc Reid,1,0,50332.93,
Marc Salazar,2,0,7853.8,
Marc Sanchez,1,0,19754.79,
Marc Smith,3,0,12755.28,
Marc Stevens,1,0,30053.27,
Marc Stewart,1,0,18494.46,
Marc Tucker,1,0,17321.75,
Marc Underwood,1,0,11070.69,
Marc Wilcox,1,0,12716.59,
Marc Williams,3,0,22056.67,
Marc Winters,1,0,18259.82,
Marcia Bailey,1,0,23751.21,
Marcia Barnes,1,0,37159.06,
Marcia Braun,1,0,32971.71,
Marcia Davis,1,0,42727.9,
Marcia Diaz,1,0,45305.36,
Marcia Drake,1,0,46534.62,
Marcia Lucas,1,0,24069.94,
Marcia Martinez,1,0,12879.82,
Marcia Mckee,2,0,39245.54,
Marcia Moore,1,0,37986.85,
Marcia Peterson,1,0,20988.44,
Marcia Yoder,1,0,47913.13,
Marco Brown,1,0,11949.87,
Marco Campbell,1,0,46140.67,
Marco Duncan,1,0,49958.23,
Marco Griffin,1,0,27862.71,
Marco Hill,1,0,7551.16,
Marco Kim,1,0,48815.34,
Marco Petty,2,0,49384.18,
Marcus Abbott,1,0,39664.35,
Marcus Anderson,1,0,17661.09,
Marcus Beasley,1,0,4002.45,
Marcus Blevins,1,0,37771.27,
Marcus Booker,1,0,9796.42,
Marcus Brandt,1,0,32972.91,
Marcus Brewer,1,0,22399.53,
Marcus Christian,1,0,45454.78,
Marcus Clarke,1,0,20945.05,
Marcus Cole,1,0,31953.74,
Marcus Davidson,1,0,36956.98,
Marcus Dawson,1,0,31431.84,
Marcus Diaz,1,0,17903.35,
Marcus Dougherty,1,0,14718.35,
Marcus Faulkner,1,0,38087.73,
Marcus Fowler,1,0,44537.57,
Marcus Frank MD,1,0,22853.97,
Marcus Gonzales,1,0,4340.5,
Marcus Green,1,0,1933.24,
Marcus Harmon,2,0,43002.2,
Marcus Harris,1,0,5779.14,
Marcus Henry,1,0,35515.25,
Marcus Hernandez,1,0,12791.98,
Marcus House,1,0,50074.23,
Marcus Johnson,1,0,10952.43,
Marcus Kelly,1,0,21564.19,
Marcus Kelly DDS,1,0,41917.32,
Marcus Kent,2,0,9534.31,
Marcus Le,1,0,25520.81,
Marcus Lee,3,0,23310.66,
Marcus Lester,1,0,7077.99,
Marcus Lewis,2,0,15156.2,
Marcus Lopez,1,0,38211.93,
Marcus Love,1,0,48346.86,
Marcus Martin,1,0,7012.16,
Marcus May,1,0,42360.31,
Marcus Mejia,1,0,19004.38,
Marcus Moore,1,0,7773.54,
Marcus Moss,1,0,8604.03,
Marcus Perkins,1,0,7738.79,
Marcus Ramirez,2,0,48239.13,
Marcus Robertson,1,0,32730.25,
Marcus Robinson,1,0,24097.95,
Marcus Robles,1,0,38050.75,
Marcus Rogers,2,0,26190.74,
Marcus Roy,2,0,13280.77,
Marcus Salas,1,0,8067.58,
Marcus Sampson,1,0,47257.09,
Marcus Schaefer,1,0,22175.52,
Marcus Schmidt,1,0,44935.67,
Marcus Sexton,1,0,19684.17,
Marcus Shepard,1,0,26087.39,
Marcus Silva,1,0,18445.5,
Marcus Spencer,1,0,43984.55,
Marcus Strong,1,0,14023.1,
Marcus Taylor,1,0,27207.12,
Marcus Turner,1,0,14361.09,
Marcus Vega,1,0,33751.3,
Marcus Warren,1,0,27661.24,
Marcus Washington,2,0,38443.75,
Marcus Webster,1,0,38858.04,
Marcus Williams,1,0,43709.88,
Marcus Wilson,2,0,11357.35,
Margaret Acosta,2,0,13378.4,
Margaret Adams,1,0,33702.68,
Margaret Aguirre,1,0,41154.96,
Margaret Anderson,1,0,21715.26,
Margaret Anthony,1,0,19700.53,
Margaret Atkins,1,0,31480.68,
Margaret Bartlett,1,0,13511.55,
Margaret Best,2,0,30863.97,
Margaret Blackburn,1,0,24911.07,
Margaret Booker,1,0,33256.49,
Margaret Boone,1,0,5854.76,
Margaret Butler,1,0,6983.96,
Margaret Carroll,1,0,48382.75,
Margaret Christensen,2,0,35424.32,
Margaret Chung,1,0,22661.62,
Margaret Coleman,1,0,38596.23,
Margaret Collier,1,0,4768.81,
Margaret Cox,1,0,32739.04,
Margaret Davis,1,0,26837.02,
Margaret Dixon,1,0,16953.17,
Margaret Downs,1,0,23254.68,
Margaret Edwards,1,0,6531.56,
Margaret Farrell,1,0,27018.88,
Margaret Fisher,1,0,40181.4,
Margaret Fox,1,0,25889.67,
Margaret Garcia,1,0,44538.37,
Margaret Gardner,1,0,29758.08,
Margaret Gomez,1,0,37837.38,
Margaret Gonzalez,2,0,25655.42,
Margaret Graham,1,0,27613.73,
Margaret Griffin,2,0,15383.78,
Margaret Grimes,1,0,21776.64,
Margaret Guerra,1,0,26490.65,
Margaret Gutierrez,1,0,33232.13,
Margaret Guzman,1,0,48019.2,
Margaret Hardin,1,0,47134.99,
Margaret Harris,1,0,47007.31,
Margaret Henderson,2,0,12138.25,
Margaret Hensley DVM,1,0,42316.12,
Margaret Hernandez,2,0,8185.52,
Margaret Hood,1,0,26245.27,
Margaret Hurley,1,0,3795.14,
Margaret Jacobs,1,0,42633.57,
Margaret Johnson,2,0,31862.13,
Margaret Kaiser,1,0,8812.13,
Margaret Lewis,1,0,34970.59,
Margaret Lopez,1,0,20554.71,
Margaret Love,1,0,7014.64,
Margaret Lynch,1,0,26795.15,
Margaret Lynn,1,0,49807.53,
Margaret Macias,1,0,45086.9,
Margaret Marshall,1,0,6894.5,
Margaret Martin,1,0,13268.3,
Margaret Massey,2,0,4152.86,
Margaret Mcintosh,1,0,23870.01,
Margaret Medina,1,0,25733.51,
Margaret Meyer,1,0,16398.56,
Margaret Mitchell,1,0,33525.05,
Margaret Murphy,1,0,10622.61,
Margaret Navarro,1,0,2261.41,
Margaret Obrien,1,0,17149.9,
Margaret Odonnell,2,0,49056.32,
Margaret Oneal,1,0,3783.33,
Margaret Oneill,1,0,12506.37,
Margaret Ortiz,1,0,21376.7,
Margaret Parks,1,0,33574.83,
Margaret Payne,1,0,12100.88,
Margaret Perry,1,0,41835.21,
Margaret Peterson,1,0,37500.87,
Margaret Ramos,1,0,40196.82,
Margaret Rice,1,0,4537.85,
Margaret Riley,1,0,15459.39,
Margaret Rivers,1,0,20082.44,
Margaret Robinson,3,0,5180.08,
Margaret Rogers,1,0,33967.36,
Margaret Sanchez,1,0,4191.03,
Margaret Schultz,1,0,41827.29,
Margaret Sexton,1,0,5347.76,
Margaret Shepard,1,0,37954.08,
Margaret Sherman,2,0,36574.95,
Margaret Smith,2,0,35344.32,
Margaret Stewart,1,0,33573.76,
Margaret Taylor,1,0,35061.67,
Margaret Tyler,2,0,38399.8,
Margaret Walker,1,0,36571.33,
Margaret Walsh,1,0,28549.44,
Margaret White,1,0,25743.47,
Margaret Williams,1,0,4995.43,
Margaret Wilson,1,0,4439.36,
Margaret Yu,1,0,36209.31,
Maria Abbott,1,0,17082.55,
Maria Aguilar,2,0,21584.65,
Maria Alexander,1,0,19545.1,
Maria Allen,1,0,43651.14,
Maria Archer,2,0,44752.76,
Maria Atkins,1,0,43825.68,
Maria Avila,1,0,35126.16,
Maria Barnes,1,0,1201.06,
Maria Bates,1,0,10264.72,
Maria Bauer,1,0,42576.36,
Maria Bell,2,0,39904.3,
Maria Boyd,1,0,3069.8,
Maria Bradford,1,0,47664.41,
Maria Brown PhD,1,0,34508.72,
Maria Butler,1,0,28994.27,
Maria Campbell,1,0,25844.46,
Maria Carlson,1,0,13424.22,
Maria Carter,3,0,34491.9,
Maria Christian,1,0,1833.68,
Maria Cobb,1,0,41901.38,
Maria Collins,1,0,40837.64,
Maria Conley,1,0,27418.53,
Maria Conner,1,0,1464.69,
Maria Cooper,2,0,44645.97,
Maria Costa,1,0,20728.81,
Maria Daniels,2,0,6621.47,
Maria Davis,2,0,31745.69,
Maria Dean,1,0,45434.74,
Maria Diaz,1,0,10323.35,
Maria Dillon,2,0,28710.91,
Maria Dominguez,1,0,43889.84,
Maria Dougherty,1,0,12263.36,
Maria Edwards,2,0,21310.46,
Maria Elliott,1,0,19030.13,
Maria Estes,1,0,38668.7,
Maria Fernandez,1,0,34379.36,
Maria Fletcher,1,0,28396.93,
Maria Flowers,1,0,29577.55,
Maria Fox,1,0,38535.04,
Maria Francis,2,0,25337.54,
Maria Frazier,2,0,2032.16,
Maria Gaines,2,0,19070.08,
Maria Garcia,1,0,8673.98,
Maria Gardner,1,0,21888.38,
Maria Gomez,1,0,34479.56,
Maria Gonzalez,1,0,33118.27,
Maria Grant,1,0,26346.4,
Maria Gray,1,0,33047.18,
Maria Hall,2,0,22958.03,
Maria Hammond,1,0,39181.01,
Maria Hardin MD,1,0,9818.86,
Maria Harper,2,0,16109.73,
Maria Hawkins,1,0,41027.57,
Maria Hernandez,3,0,24622.3,
Maria Hopkins,1,0,38706.87,
Maria Huynh,1,0,46727.09,
Maria Jackson,2,0,33222.42,
Maria Jenkins,1,0,10247.63,
Maria Jennings,1,0,36735.6,
Maria Johnson,2,0,11781.7,
Maria Jones,4,0,26969.22,
Maria Kim,1,0,48904.5,
Maria Lawrence,1,0,38634.43,
Maria Lee,2,0,17033.54,
Maria Li,2,0,46258.58,
Maria Luna,1,0,9068.69,
Maria Lynch,1,0,13369.42,
Maria Martin,1,0,22646.54,
Maria Martinez,4,0,37601.32,
Maria Mason,1,0,34702.59,
Maria Mathis,1,0,12193.92,
Maria Maynard,1,0,3982.27,
Maria Miller,4,0,25710.75,
Maria Miranda,1,0,33759.82,
Maria Mitchell,1,0,25049.18,
Maria Moore,1,0,8483.43,
Maria Morales,1,0,21169.11,
Maria Morgan,3,0,22884.72,
Maria Neal,1,0,12870.42,
Maria Nelson DVM,1,0,33405.33,
Maria Newton,1,0,29350.84,
Maria Nichols,1,0,8547.86,
Maria Norton,2,0,6571.05,
Maria Obrien,1,0,6443.13,
Maria Parker,2,0,25366.9,
Maria Patel,1,0,2914.72,
Maria Perez,1,0,19881.76,
Maria Peters,1,0,48560.75,
Maria Pham,1,0,34353.24,
Maria Price,1,0,28491.61,
Maria Randall,1,0,31420.35,
Maria Reilly,1,0,36063.72,
Maria Richards,1,0,4546.7,
Maria Ritter,1,0,16866.07,
Maria Robinson,1,0,1944.76,
Maria Rose,1,0,40472.79,
Maria Rubio,1,0,4793.23,
Maria Salazar,1,0,1872.41,
Maria Sanchez,1,0,7292.62,
Maria Sharp,1,0,21649.52,
Maria Sheppard,1,0,35791.07,
Maria Sims,1,0,45447.18,
Maria Smith,4,0,35804.78,
Maria Spencer,1,0,6549.17,
Maria Summers,1,0,37762.33,
Maria Terry,2,0,7548.62,
Maria Thomas,2,0,25870.8,
Maria Thompson,2,0,5487.12,
Maria Torres,1,0,31475.16,
Maria Tran,1,0,27309.44,
Maria Turner,2,0,32409.81,
Maria Vargas,1,0,4932.25,
Maria Walker,1,0,37601.83,
Maria Wallace,1,0,23688.71,
Maria Walters,1,0,12790.83,
Maria Warner,1,0,31846.5,
Maria Washington,1,0,49516.43,
Maria Watkins,1,0,14736.3,
Maria Webb,1,0,33330.54,
Maria Wells,1,0,27896.71,
Maria Wheeler,1,0,25295.75,
Maria White,1,0,42985.65,
Maria Whitney,1,0,107.33,
Maria Wilson,3,0,7514.62,
Mariah Blanchard,1,0,22065.92,
Mariah Boyer,1,0,46812.79,
Mariah Carey,1,0,6461.92,
Mariah Carpenter,1,0,11684.87,
Mariah Castro,1,0,40643.91,
Mariah Cook,1,0,3299.48,
Mariah Davis,2,0,16397.94,
Mariah Galvan,2,0,32923.7,
Mariah Henry,1,0,49261.2,
Mariah James,1,0,36208.5,
Mariah Kelley,1,0,20798.88,
Mariah Lloyd,1,0,17473.91,
Mariah Lyons,1,0,46866.74,
Mariah Miller,1,0,23778.27,
Mariah Mitchell,1,0,47606.77,
Mariah Murphy,1,0,6089.57,
Mariah Perez,1,0,7257.77,
Mariah Pham,1,0,47578.62,
Mariah Rodriguez,1,0,23442.27,
Mariah Rush,1,0,41015.96,
Mariah Sosa,2,0,38688.16,
Mariah Torres,1,0,28570.31,
Mariah Turner,1,0,26255.46,
Mariah Wall,1,0,21718.19,
Mariah Zimmerman,1,0,16567.33,
Marie Case,1,0,8602.06,
Marie Chandler,1,0,26999.38,
Marie Glass,1,0,25233.89,
Marie Guerra,1,0,19571.54,
Marie Johnson,1,0,10437.4,
Marie Lindsey,2,0,20616.55,
Marie Marshall,1,0,41194.25,
Marie Mason,1,0,38119.65,
Marie Mendoza,1,0,49794.26,
Marie Moran,1,0,4454.47,
Marie Nunez,1,0,8927.5,
Marie Parsons,1,0,29135.63,
Marie Prince,1,0,19556.52,
Marie Reed,2,0,10725.83,
Marie Roberson,1,0,9399.35,
Marie Robinson,1,0,35164.84,
Marie Russell,1,0,25629.96,
Marie Sexton,1,0,20132.13,
Marie Stuart,1,0,18895.4,
Marie Taylor,1,0,16680.06,
Marie Vaughn,1,0,18745.64,
Marie Woods,1,0,11878.43,
Marie Zhang,1,0,15955.59,
Marilyn Alvarez,1,0,16046.83,
Marilyn Baldwin DVM,1,0,10983.91,
Marilyn Buchanan,1,0,2274.88,
Marilyn Chen,1,0,21491.24,
Marilyn Ellis,1,0,21946.5,
Marilyn Freeman,1,0,40526.78,
Marilyn Garcia,1,0,24510.49,
Marilyn Harris,1,0,46075.6,
Marilyn Hill,1,0,45376.26,
Marilyn Jones,2,0,35810.1,
Marilyn Kelly,1,0,42819.0,
Marilyn Miller,1,0,49408.05,
Marilyn Mitchell,1,0,39273.72,
Marilyn Peters,1,0,27344.51,
Marilyn Poole,1,0,18763.74,
Marilyn Porter,1,0,47648.05,
Marilyn Simpson,1,0,8034.03,
Marilyn Wood,1,0,26362.12,
Mario Barr,1,0,25697.49,
Mario Beasley,1,0,25427.62,
Mario Castro,1,0,20505.09,
Mario Coleman,1,0,37961.27,
Mario Davies,1,0,24893.25,
Mario Dennis,1,0,18521.38,
Mario Gonzales,1,0,50288.99,
Mario Gonzalez,1,0,11800.84,
Mario Goodman,1,0,5770.04,
Mario Hart,1,0,6373.62,
Mario Hayden,1,0,29681.33,
Mario Hicks,1,0,46107.71,
Mario Hogan,1,0,44342.09,
Mario Jackson,2,0,29395.88,
Mario Jones,1,0,41986.89,
Mario Lee,1,0,31715.63,
Mario Miller,1,0,3128.6,
Mario Moore,1,0,40589.32,
Mario Morse,1,0,20827.01,
Mario Nichols,1,0,36562.79,
Mario Norton,1,0,15111.54,
Mario Novak,1,0,40006.45,
Mario Phillips,1,0,6189.66,
Mario Price,2,0,33327.32,
Mario Scott,2,0,21441.4,
Mario Skinner,1,0,15646.94,
Mario Woods,1,0,12039.36,
Marisa Aguirre,1,0,42903.45,
Marisa Buchanan,1,0,46002.26,
Marisa Byrd,1,0,6549.92,
Marisa Carpenter,1,0,30274.17,
Marisa Cochran,1,0,27019.49,
Marisa George,1,0,11722.21,
Marisa Grant,1,0,33177.45,
Marisa Harris,1,0,37432.05,
Marisa Jones,1,0,40336.31,
Marisa Lawrence,1,0,40116.9,
Marisa Martinez,1,0,27630.13,
Marisa Moore,1,0,43073.66,
Marisa Rice,1,0,48432.04,
Marisa Valenzuela,2,0,14087.31,
Marisa Vargas,1,0,37492.68,
Marissa Allen,1,0,31254.17,
Marissa Austin,1,0,25544.68,
Marissa Bailey,1,0,41187.52,
Marissa Chandler,1,0,47333.98,
Marissa Chapman,1,0,26525.07,
Marissa Cox,1,0,10239.4,
Marissa Diaz,1,0,9489.25,
Marissa Evans,1,0,42525.57,
Marissa Garcia,1,0,44826.38,
Marissa Gonzales,1,0,27626.75,
Marissa Hampton,1,0,22963.15,
Marissa Harmon,1,0,37920.48,
Marissa Jackson,1,0,14735.28,
Marissa Jefferson,1,0,7284.39,
Marissa Jensen,1,0,16765.96,
Marissa Johnson,2,0,15027.82,
Marissa Kim,1,0,48066.24,
Marissa Leon,1,0,48146.27,
Marissa Martin,1,0,37479.19,
Marissa Mason,2,0,18878.06,
Marissa Meyers,1,0,16460.82,
Marissa Owen,1,0,5767.35,
Marissa Palmer,2,0,20562.7,
Marissa Powers,1,0,47372.95,
Marissa Ryan,1,0,5696.64,
Marissa Santana,1,0,18593.1,
Marissa Small,1,0,2570.48,
Marissa Smith,2,0,30752.96,
Marissa Stevenson,1,0,3730.0,
Marissa Swanson,1,0,40168.58,
Marissa Villarreal,2,0,2505.89,
Marissa Walker,1,0,45092.17,
Mark Adams,2,0,10830.82,
Mark Aguirre,1,0,33187.61,
Mark Ali,1,0,48780.21,
Mark Allen,1,0,23073.31,
Mark Alvarado,1,0,34932.86,
Mark Andersen,2,0,46062.31,
Mark Anderson,4,0,28515.76,
Mark Andrade,1,0,42883.2,
Mark Archer,1,0,12928.07,
Mark Armstrong,1,0,8895.6,
Mark Avila DDS,1,0,1073.8,
Mark Baker,2,0,27703.58,
Mark Banks,1,0,45754.62,
Mark Barajas,1,0,11703.21,
Mark Barrera,1,0,24994.85,
Mark Bell Jr.,1,0,41738.71,
Mark Bishop,2,0,36635.67,
Mark Black,2,0,16418.34,
Mark Boone,1,0,33018.48,
Mark Boyd DDS,1,0,13422.99,
Mark Braun,1,0,15649.45,
Mark Brown,11,0,32349.01,
Mark Browning,1,0,38242.21,
Mark Buchanan,3,0,36912.72,
Mark Burton,3,0,19639.06,
Mark Cabrera,1,0,46025.94,
Mark Caldwell,1,0,37187.08,
Mark Campbell,4,0,26558.03,
Mark Cardenas,1,0,3878.88,
Mark Carey,1,0,38951.97,
Mark Carr,1,0,46075.94,
Mark Carson,1,0,18078.4,
Mark Castillo,2,0,25398.93,
Mark Castro,1,0,21556.57,
Mark Chan,1,0,41965.36,
Mark Chapman,3,0,18501.2,
Mark Charles,1,0,22287.99,
Mark Chen,1,0,26265.08,
Mark Clark,1,0,26143.33,
Mark Cochran,1,0,31674.88,
Mark Coffey,1,0,9178.4,
Mark Collier Jr.,1,0,13537.43,
Mark Collins,1,0,37950.87,
Mark Conley,1,0,41881.35,
Mark Contreras,1,0,40272.34,
Mark Cook,1,0,29157.54,
Mark Cooper,1,0,45854.57,
Mark Cortez,1,0,36177.21,
Mark Cox,2,0,13885.52,
Mark Cuevas,1,0,36038.39,
Mark Cunningham,1,0,30059.93,
Mark Curry,1,0,16260.1,
Mark Curtis,2,0,25123.72,
Mark Davenport,1,0,3519.72,
Mark Davis,4,0,18053.11,
Mark Day,1,0,31737.46,
Mark Diaz,1,0,38421.24,
Mark Dillon,2,0,4821.86,
Mark Dixon,1,0,39636.48,
Mark Donaldson,1,0,17941.22,
Mark Duncan,2,0,23959.58,
Mark Dyer,1,0,19245.62,
Mark Edwards,4,0,19764.1,
Mark Elliott,2,0,34541.82,
Mark Ellis,1,0,33202.51,
Mark English,1,0,12447.79,
Mark Evans,2,0,24164.38,
Mark Ewing,1,0,27670.95,
Mark Ferguson,1,0,10889.76,
Mark Fisher,1,0,45653.86,
Mark Fleming,1,0,32409.82,
Mark Fletcher,1,0,27267.03,
Mark Flores,1,0,47825.48,
Mark Foley,1,0,25918.57,
Mark Foster,1,0,38245.06,
Mark Francis,1,0,22918.04,
Mark Frederick,1,0,23560.29,
Mark Fuentes,1,0,23460.36,
Mark Gaines,1,0,44044.14,
Mark Gallagher,1,0,19214.95,
Mark Garcia,2,0,30534.34,
Mark Garza,1,0,35823.58,
Mark George,1,0,15167.04,
Mark Gibson,1,0,5611.74,
Mark Gilmore,1,0,45132.96,
Mark Glenn,2,0,2656.22,
Mark Glover,1,0,3715.63,
Mark Golden,1,0,10245.58,
Mark Gonzales,3,0,28879.43,
Mark Goodman,1,0,34828.72,
Mark Gordon,2,0,18894.19,
Mark Graham,1,0,24838.16,
Mark Greene,1,0,30152.12,
Mark Gregory,1,0,18703.36,
Mark Griffin,1,0,22433.65,
Mark Guzman,1,0,18452.14,
Mark Hahn,1,0,4567.3,
Mark Hale,1,0,45699.9,
Mark Hall,1,0,6755.68,
Mark Hamilton,4,0,14090.54,
Mark Hanna,1,0,15944.29,
Mark Hansen,1,0,14243.52,
Mark Harris,4,0,30564.42,
Mark Harrison,1,0,18907.36,
Mark Hart,1,0,25663.44,
Mark Hartman Jr.,1,0,44437.47,
Mark Hawkins,1,0,14479.22,
Mark Hernandez,3,0,24254.0,
Mark Hickman DVM,1,0,22000.33,
Mark Higgins,1,0,21644.08,
Mark Hill,2,0,34020.91,
Mark Hines,1,0,-1520.42,
Mark Hogan,1,0,17939.68,
Mark Holden,1,0,14828.45,
Mark Holder,1,0,12925.59,
Mark Holland,1,0,2797.99,
Mark Hopkins,1,0,13479.09,
Mark Horne,1,0,26207.63,
Mark Houston,1,0,40635.32,
Mark Howard,1,0,1044.5,
Mark Huff,1,0,28533.41,
Mark Hughes,2,0,40475.29,
Mark Hunter,1,0,27848.59,
Mark Jackson,1,0,375.96,
Mark Jackson DDS,1,0,15690.24,
Mark James,1,0,39239.6,
Mark Jenkins,3,0,34989.39,
Mark Jensen,1,0,44344.6,
Mark Johns,1,0,42048.22,
Mark Johnson,10,0,27008.84,
Mark Johnston,1,0,29786.54,
Mark Jones,1,0,49338.24,
Mark Jordan,1,0,19444.93,
Mark Keller,1,0,40290.97,
Mark Kelly,1,0,43750.99,
Mark Kennedy,1,0,46175.55,
Mark Kim,1,0,16619.65,
Mark King,4,0,17466.54,
Mark Knight,3,0,14554.71,
Mark Krueger,1,0,28636.55,
Mark Lambert,1,0,41780.08,
Mark Lane,1,0,11559.33,
Mark Larson,1,0,33854.68,
Mark Lawson,1,0,29846.15,
Mark Le,1,0,16797.64,
Mark Leblanc,2,0,39123.18,
Mark Lee,4,0,39063.64,
Mark Lewis,2,0,34681.22,
Mark Lopez,6,0,25355.07,
Mark Lowe,1,0,16318.79,
Mark Lyons,1,0,9433.84,
Mark Mann,1,0,5143.78,
Mark Manning,2,0,14723.72,
Mark Martin,5,0,22037.64,
Mark Martin DDS,1,0,13420.22,
Mark Martinez,5,0,32705.91,
Mark Mason,1,0,12500.45,
Mark Massey,1,0,47861.19,
Mark Mathews,2,0,43163.82,
Mark Mayer,1,0,2844.2,
Mark Maynard,1,0,35821.65,
Mark Mccarthy,2,0,47595.85,
Mark Mcdonald,2,0,15077.34,
Mark Mcfarland,2,0,10070.95,
Mark Mcgrath,1,0,42160.03,
Mark Mcknight,2,0,47329.72,
Mark Mendez,2,0,13574.65,
Mark Miller,2,0,13819.69,
Mark Miranda,1,0,44983.1,
Mark Montes,1,0,28312.98,
Mark Moore,3,0,30144.12,
